Store Name,Address,Timings,Coordinates,Phone Number
Titan World,"Chorda BazarJajpur RoadJajpur - 755019, ",Open until 08:30 PM,"(20.955011063902724, 86.12715913463101)","+919437062113	"
Titan World,"1st Floor, ChidiapoloVivekanda MargBalasore - 756001, ",Open until 09:00 PM,"(21.49261000000007, 86.91409929100007)","+916782265901	"
Titan World,"Ground FloorPass RoadBhadrak - 756100, ",Open until 08:30 PM,"(21.037168000000065, 86.53602000000006)","+917327930199	"
Titan World,"Station RoadLalbazarBaripada - 757001, ",Open until 08:30 PM,"(21.930144909000035, 86.73303500000009)","+919831907999	"
Titan World,"Plot No 1249/5921Bazar ChowkAngul - 759122, ",Open until 08:30 PM,"(20.844796510000037, 85.10872000000006)","+919437276262	"
Titan World,"Annapurna Market SquareUrban Bank RoadBrahmapur - 760001, ",Open until 09:00 PM,"(19.318721231676566, 84.79598395745195)","+916802223203	"
Titan World,"Ground Floor, Budharaja RoadShanti NagarSambalpur - 768004, ",Open until 08:30 PM,"(21.483614753588594, 83.98358583211723)","+916633551207	"
Titan World,"Ground Floor, Old NH 6Bhatli ChowkBargarh - 768028, ",Open until 08:30 PM,"(21.34274084059035, 83.60898954699151)","+917854002208	"
Titan World,"Gupta Watch EmporiumBisra RoadRourkela - 769001, ",Open until 08:30 PM,"(22.229499591000035, 84.86080000000004)","+918114392019	"
Titan World,"Ground Floor, Sushil Das BhawanPaltan BazarGuwahati - 781001, ",Open until 08:30 PM,"(26.18944738943684, 91.75425715049141)","+913612739606	"
Titan World,"No 169, GNB RoadChandmariGuwahati - 781003, ",Open until 09:00 PM,"(26.188730000000078, 91.77101314700008)","+917099089100	"
Titan World,"Basudev Complex, GS RoadChristian BastiGuwahati - 781005, ",Open until 09:00 PM,"(26.15524000000005, 91.77919000000009)","+919954090359	"
Titan World,"Radhika Dee Bee Grade, 6 MilePanjabari RoadGuwahati - 781022, ",Open until 08:30 PM,"(26.132569995770496, 91.81034997655559)","+913612330019	"
Titan World,"Mission MarketAT RoadNagaon - 782001, ",Open until 09:00 PM,"(26.300970000000063, 92.71369213600008)","+919957244440	"
Titan World,"Ground Floor, RB ComplexKB RoadJorhat - 785001, ",Open until 08:30 PM,"(26.754350000000045, 94.21411000000006)","+917086053626	"
Titan World,"Natraj HotelHS RoadDibrugarh - 786001, ",Open until 08:00 PM,"(27.48159000000004, 94.91767002100005)","+917099024480	"
Titan World,"Arihant Towers, Jail RoadUkd SaraniSilchar - 788001, ",Open until 09:00 PM,"(24.814365000000066, 92.83312154800007)","+919101819920	"
Titan World,"NH 415, PapumpareSector EPapum Pare - 791111, ",Open until 08:00 PM,"(27.09724631654102, 93.62485866204594)","+919366124858	"
Titan World,"Ground Floor, ChaobihalThangmeibandImphal - 795001, ",Open until 06:30 PM,"(24.822874012000057, 93.94927000000007)","+918974479513	"
Titan World,"H No B 80/30, Zakamlova BuildingZarkawtAizawl - 796001, ",Open until 08:30 PM,"(23.74030827000007, 92.71122500000007)","+918798678833	"
Titan World,"H/No 127, NH 39, Sector 2New MarketKohima - 797001, ",Open until 08:30 PM,"(25.661905735990757, 94.10115055411588)","+919436012151	"
Titan World,"CK TimesNyamo Lotha RoadDimapur - 797112, ",Open until 07:00 PM,"(25.772729410000068, 93.67495000000008)","+913862225335	"
Titan World,"No 4Mantribari RoadAgartala - 799001, ",Open until 09:00 PM,"(23.831709997650094, 91.27874997969661)","+919077009994	"
Titan World,"Ujjain ComplexDak Bunglow RoadPatna - 800001, ",Open until 09:00 PM,"(25.604955000000075, 85.12870220400004)","+916123578223	"
Titan World,"A/10/11, Ambuja City Centre Mall, Chajju BaghPolice LinesPatna - 800001, ",Open until 09:00 PM,"(25.604955000000075, 85.12870220400004)","+919031014142	"
Titan World,"Shop No 1, Puspanjali PlaceBoring RoadPatna - 800001, ",Open until 09:00 PM,"(25.61221000000006, 85.11947000000004)","+919065555895	"
Titan World,"Ground FloorGandhi Maidan EastPatna - 800004, ",Open until 09:00 PM,"(25.61644000000007, 85.15863818400004)","+916122675079	"
Titan World,"Ground FloorAnishabad Main RoadPatna - 800004, ",Open until 08:30 PM,"(25.61644000000007, 85.15863818400004)","+919334258222	"
Titan World,"Shop No G11, Ground Floor, P & M Mall, Spectrum MarketPatliputra Kurji MorePatna - 800014, ",Open until 09:30 PM,"(25.600459046000026, 85.08102500000007)","+916122265031	"
Titan World,"Ashiana MoreRajabazarPatna - 800014, ",Open until 09:00 PM,"(25.600459046000026, 85.08102500000007)","+919386606711	"
Titan World,"Sharma Timber Market, Main RoadKankarbaghPatna - 800020, ",Open until 09:00 PM,"(25.59433000000007, 85.15483944100004)","+917779933399	"
Titan World,"No 142, MIGKankarbaghPatna - 800020, ",Open until 09:00 PM,"(25.59433000000007, 85.15483944100004)","+918252224234	"
Titan World,"No 101, Suhavana Complex, Plot No 105P, Saguna MoreBailey RoadPatna - 801503, ",Open until 09:00 PM,"(25.60753246300004, 85.04933000000005)","+919142011408	"
Titan World,"Ground Floor, Main RoadAmla ToliBuxar - 802101, ",Open until 08:00 PM,"(25.566175000000044, 83.97856451800004)","+916207613946	"
Titan World,"Dag No 502/AMahabir TolaArrah - 802301, ",Open until 08:30 PM,"(25.55980994474447, 84.66761023250503)","+919507421582	"
Titan World,"Sanjiv NivasRamnagarNawada - 805110, ",Open until 08:30 PM,"(24.86271000000005, 85.53773201000007)","+919934979950	"
Titan World,"Sabji Bazar, Main RoadPurani BazarLakhisarai - 811311, ",Open until 08:30 PM,"(25.226399587322618, 86.07771204480798)","+919801449857	"
Titan World,"Kachari Chowk, M Bazar, AdampurM G RoadBhagalpur - 812001, ",Open until 08:30 PM,"(25.252902095615454, 86.98936653092544)","+916417962212	"
Titan World,"Salalpuria KatraDN Singh RoadBhagalpur - 812002, ",Open until 08:30 PM,"(25.244463667725384, 86.97548434942051)","+918210424113	"
Titan World,"Ground FloorAssam Access RoadDeoghar - 814112, ",Open until 08:30 PM,"(24.494340000000022, 86.69050069000008)","+916432240650	"
Titan World,"Ward No 15Main RoadGiridih - 815301, ",Open until 08:30 PM,"(24.183981716856223, 86.30805820583619)","+919798520026	"
Titan World,"Ground Floor & 1st Floor, RohtasDharmashala RoadSasaram - 821115, ",Open until 08:00 PM,"(24.953671229692258, 84.01888435314373)","+919709899999	"
Titan World,"Ground FloorGB RoadGaya - 823001, ",Open until 08:30 PM,"(24.771514077000063, 84.98140500000005)","+916312222030	"
Titan World,"Mawar ComplexOld GT RoadAurangabad - 824101, ",Open until 08:30 PM,"(24.7554115062005, 84.37040201740183)","+919031084358	"
Titan World,"Ground Floor, Vinayaka Tower, Guru Govind Singh RoadAlanda ChowkHazaribagh - 825301, ",Open until 08:00 PM,"(23.996167048082068, 85.37682588794446)","+919431102603	"
Titan World,"No 3/4, Shanti Bhawan Centre, Vns TimeBank MoreDhanbad - 826001, ",Open until 09:00 PM,"(23.795309167000028, 86.42724000000004)","+919939039511	"
Titan World,"Plot No GA2, City Center, DroliaSector 4Bokaro - 827004, ",Open until 08:00 PM,"(23.67385500000006, 86.15736636400004)","+916542232491	"
Titan World,"Ground Floor, NH 33, Main Road, CanttGandhi ChowkRamgarh - 829122, ",Open until 08:30 PM,"(23.61270516341421, 85.52279301702511)","+919835533347	"
Titan World,"No 13, Kalmati RoadSakchiJamshedpur - 831001, ",Open until 08:30 PM,"(22.79825775000006, 86.20413000000008)","+916572230173	"
Titan World,"No 8, Natraj MansionBistupur Main RoadJamshedpur - 831001, ",Open until 08:30 PM,"(22.795120000000054, 86.18405000000007)","+916572425454	"
Titan World,"No 3/2/2, Adityapur Housing ColonyAdityapurJamshedpur - 831013, ",Open until 09:30 PM,"(22.784042708000072, 86.15582500000005)","+916573560762	"
Titan World,"Ground Floor, Dr PK Choudhary Building, Harmu Bypass RoadRatu Road ChowkRanchi - 834001, ",Open until 09:00 PM,"(23.364791075474965, 85.30612738156647)","+919386120137	"
Titan World,"No 3, Gel Church ComplexMain RoadRanchi - 834001, ",Open until 09:00 PM,"(23.357390000000066, 85.32492000000008)","+919031025202	"
Titan World,"Ground Floor, Fogla 2Circular RoadRanchi - 834001, ",Open until 08:30 PM,"(23.373570006049036, 85.33704001705024)","+916512562357	"
Titan World,"Hinoo Main RoadKilburn ColonyRanchi - 834002, ",Open until 08:30 PM,"(23.331768005701527, 85.31682180068718)","+917707005377	"
Titan World,"Capitol MallSaraidhelaRanchi - 834002, ",Open until 09:00 PM,"(23.338460000000055, 85.32430835700006)","+917707001110	"
Titan World,"Khata No 65, Plot No 761, Thana No 201Kanke RoadRanchi - 834008, ",Open until 08:30 PM,"(23.410560015314516, 85.31502000303709)","+917707005599	"
Titan World,"Ground FloorHospital RoadSiwan - 841226, ",Open until 08:30 PM,"(26.226402868081625, 84.36326829446978)","+916154246003	"
Titan World,"Ground FloorMotijheelMuzaffarpur - 842001, ",Open until 08:30 PM,"(26.141022750000047, 85.39591000000007)","+919430271119	"
Titan World,"Ground Floor, Kumars Dharfari Enclave, Club RoadMithunpuraMuzaffarpur - 842002, ",Open until 08:30 PM,"(26.12284210000007, 85.40997000000004)","+919334351922	"
Titan World,"Dumra RoadNahar ChowkSitamarhi - 843301, ",Open until 08:30 PM,"(26.57691902873283, 85.51198094322585)","+919546849551	"
Titan World,"Saryug Complex, Marai RoadSubhash ChowkHajipur - 844101, ",Open until 08:30 PM,"(25.691705603345884, 85.21858738468748)","+917970977551	"
Titan World,"Ground Floor, Satyanarayan Complex, Ward No 24, Main RoadRaxaulRaxaul - 845305, ",Open until 08:30 PM,"(26.97372500000006, 84.84482639600003)","+917070119011	"
Titan World,"Ground Floor, Main RoadBajaj Patti RoadMotihari - 845401, ",Open until 08:30 PM,"(26.64425680040949, 84.91719615187968)","+919142286037	"
Titan World,"Bansal Time, Station RoadUjjain TolaBettiah - 845438, ",Open until 08:30 PM,"(26.80146904062892, 84.5156471548582)","+916254247033	"
Titan World,"Ground Floor, Natraj Hotel ComplexTower ChowkDarbhanga - 846004, ",Open until 08:30 PM,"(26.150161250000053, 85.89683000000008)","+917667342141	"
Titan World,"Ward No 17Mahila Collage RoadMadhubani - 847211, ",Open until 08:30 PM,"(26.33736934600006, 86.06420000000008)","+919046544463	"
Titan World,"1st FloorDak Bangla RoadBegusarai - 851101, ",Open until 09:30 PM,"(25.413075596047726, 86.14108105583297)","+916243358661	"
Titan World,"MG RoadLaxmishreeKatihar - 854105, ",Open until 08:30 PM,"(25.49189000000007, 87.51764033200004)","+916452245747	"
Titan World,"Ground Floor, NH 31Polytechnic ChowkPurnia - 854301, ",Open until 09:00 PM,"(25.760947701508627, 87.46814601351846)","+917857009433	"
Titan World,"Ward No 30, College RoadPaschimpali ChowkKishanganj - 855107, ",Open until 08:30 PM,"(26.110715133085495, 87.93949892953587)","+919800874511	"
